時間,温度
2019-01-19 12:38:21.147058,18.61
2019-01-19 12:38:22.149025,38.63
2019-01-19 12:38:23.160231,79.59
2019-01-19 12:38:24.169569,67.74
2019-01-19 12:38:25.173808,12.93
2019-01-19 12:38:26.178276,55.0
2019-01-19 12:38:27.189562,37.95
2019-01-19 12:38:28.199940,81.83
2019-01-19 12:38:29.212848,18.11
2019-01-19 12:38:30.221846,46.16
2019-01-19 12:38:31.225408,97.16
2019-01-19 12:38:32.227848,76.04
2019-01-19 12:38:33.231035,28.21
2019-01-19 12:38:34.232800,43.2
2019-01-19 12:38:35.244065,2.84
2019-01-19 12:38:36.255652,49.87
2019-01-19 12:38:37.266279,93.26
2019-01-19 12:38:38.275136,59.04
2019-01-19 12:38:39.285507,69.64
2019-01-19 12:38:40.297182,80.93
2019-01-19 12:38:41.302881,14.53
2019-01-19 12:38:42.304979,59.0
2019-01-19 12:38:43.307310,85.63
2019-01-19 12:38:44.316790,79.13
2019-01-19 12:38:45.328785,62.86
2019-01-19 12:38:46.332163,45.38
2019-01-19 12:38:47.335665,10.6
2019-01-19 12:38:48.338923,18.28
2019-01-19 12:38:49.341416,17.98
2019-01-19 12:38:50.344541,34.04
2019-01-19 12:38:51.348441,6.49
2019-01-19 12:38:52.358083,25.02
2019-01-19 12:38:53.369199,54.89
2019-01-19 12:38:54.375841,38.48
2019-01-19 12:38:55.382556,83.74
2019-01-19 12:38:56.393614,56.03
2019-01-19 12:38:57.396786,14.66
2019-01-19 12:38:58.398968,53.03
2019-01-19 12:38:59.402362,25.88
2019-01-19 12:39:00.405281,37.7
2019-01-19 12:39:01.416554,6.63
2019-01-19 12:39:02.427030,84.5
2019-01-19 12:39:03.434249,39.9
2019-01-19 12:39:04.446657,73.47
2019-01-19 12:39:05.458044,65.27
2019-01-19 12:39:06.461783,75.52
2019-01-19 12:39:07.473589,69.27
2019-01-19 12:39:08.477094,65.08
2019-01-19 12:39:09.479533,49.88
2019-01-19 12:39:10.482797,67.05
2019-01-19 12:39:11.485444,18.03
2019-01-19 12:39:12.488442,73.46
2019-01-19 12:39:13.490735,30.28
2019-01-19 12:39:14.493331,17.17
2019-01-19 12:39:15.496389,96.33
2019-01-19 12:39:16.499262,25.63
2019-01-19 12:39:17.501675,64.6
2019-01-19 12:39:18.505141,62.75
2019-01-19 12:39:19.510193,39.28
2019-01-19 12:39:20.515147,19.73
2019-01-19 12:39:21.518826,4.7
2019-01-19 12:39:22.524204,67.56
2019-01-19 12:39:23.534702,43.12
2019-01-19 12:39:24.545210,73.28
2019-01-19 12:39:25.556922,15.31
2019-01-19 12:39:26.558577,25.47
2019-01-19 12:39:27.562632,52.11
2019-01-19 12:39:28.568380,1.95
2019-01-19 12:39:29.580137,22.66
2019-01-19 12:39:30.586087,65.27
2019-01-19 12:39:31.597126,72.39
2019-01-19 12:39:32.608672,61.24
2019-01-19 12:39:33.619294,33.85
2019-01-19 12:39:34.625354,64.86
2019-01-19 12:39:35.634829,70.56
2019-01-19 12:39:36.637515,82.58
2019-01-19 12:39:37.638976,80.69
2019-01-19 12:39:38.642362,98.0
2019-01-19 12:39:39.650459,32.04
2019-01-19 12:39:40.662202,63.73
2019-01-19 12:39:41.673477,43.65
2019-01-19 12:39:42.677739,5.75
2019-01-19 12:39:43.683461,42.78
2019-01-19 12:39:44.691142,94.11
2019-01-19 12:39:45.695079,39.47
2019-01-19 12:39:46.698227,31.37
2019-01-19 12:39:47.700915,56.74
2019-01-19 12:39:48.703672,64.33
2019-01-19 12:39:49.706513,84.36
2019-01-19 12:39:50.714704,10.26
2019-01-19 12:39:51.722610,7.14
2019-01-19 12:39:52.731435,6.87
2019-01-19 12:39:53.742655,71.0
2019-01-19 12:39:54.753441,23.73
2019-01-19 12:39:55.756463,10.97
2019-01-19 12:39:56.758504,70.1
2019-01-19 12:39:57.760944,74.62
2019-01-19 12:39:58.772446,12.5
2019-01-19 12:39:59.783716,3.3
2019-01-19 12:40:00.785412,15.43
2019-01-19 12:40:01.793649,26.21
2019-01-19 12:40:02.805096,22.28
2019-01-19 12:40:03.809245,16.28
2019-01-19 12:40:04.814914,20.09
2019-01-19 12:40:05.828981,71.46
2019-01-19 12:40:06.839264,94.86
2019-01-19 12:40:07.850640,98.9
2019-01-19 12:40:08.858516,81.16
2019-01-19 12:40:09.860862,91.17
2019-01-19 12:40:10.864203,26.92
2019-01-19 12:40:11.875713,31.27
2019-01-19 12:40:12.887092,9.87
2019-01-19 12:40:13.893527,44.14
2019-01-19 12:40:14.901072,28.68
2019-01-19 12:40:15.911925,46.99
2019-01-19 12:40:16.913625,83.4
2019-01-19 12:40:17.916977,67.26
2019-01-19 12:40:18.920672,7.28
2019-01-19 12:40:19.930730,94.72
2019-01-19 12:40:20.942086,66.99
2019-01-19 12:40:21.944304,38.56
2019-01-19 12:40:22.955779,62.83
2019-01-19 12:40:23.967381,55.24
2019-01-19 12:40:24.968901,84.15
2019-01-19 12:40:25.972927,99.04
2019-01-19 12:40:26.982516,17.91
2019-01-19 12:40:27.986300,12.11
2019-01-19 12:40:28.997135,87.66
2019-01-19 12:40:30.008543,62.18
2019-01-19 12:40:31.018617,7.34
2019-01-19 12:40:32.029847,50.62
2019-01-19 12:40:33.041534,51.31
2019-01-19 12:40:34.044822,39.1
2019-01-19 12:40:35.055157,58.62
2019-01-19 12:40:36.066720,33.68
2019-01-19 12:40:37.069318,9.26
2019-01-19 12:40:38.071109,44.16
2019-01-19 12:40:39.081044,79.99
2019-01-19 12:40:40.091562,40.8
2019-01-19 12:40:41.096990,23.79
2019-01-19 12:40:42.107504,87.67
2019-01-19 12:40:43.117054,24.73
2019-01-19 12:40:44.122211,48.69
2019-01-19 12:40:45.124516,98.56
2019-01-19 12:40:46.126617,57.21
2019-01-19 12:40:47.130408,3.47
2019-01-19 12:40:48.132386,78.32
2019-01-19 12:40:49.143138,73.54
2019-01-19 12:40:50.154004,74.57
2019-01-19 12:40:51.158445,68.8
2019-01-19 12:40:52.160669,42.75
2019-01-19 12:40:53.170328,25.99
2019-01-19 12:40:54.176626,24.06
2019-01-19 12:40:55.186155,74.09
2019-01-19 12:40:56.189162,34.82
2019-01-19 12:40:57.199808,7.52
2019-01-19 12:40:58.210231,62.26
2019-01-19 12:40:59.216153,76.98
2019-01-19 12:41:00.227580,86.67
2019-01-19 12:41:01.235331,94.51
2019-01-19 12:41:02.242786,96.06
2019-01-19 12:41:03.244874,48.3
2019-01-19 12:41:04.246627,8.37
2019-01-19 12:41:05.248231,27.11
2019-01-19 12:41:06.251893,55.54
2019-01-19 12:41:07.262279,36.26
2019-01-19 12:41:08.271158,0.25
2019-01-19 12:41:09.282280,87.04
2019-01-19 12:41:10.293503,85.87
2019-01-19 12:41:11.300744,63.02
2019-01-19 12:41:12.310417,2.0
2019-01-19 12:41:13.319055,37.17
2019-01-19 12:41:14.321592,49.83
2019-01-19 12:41:15.332300,81.31
2019-01-19 12:41:16.341939,25.89
2019-01-19 12:41:17.344977,34.34
2019-01-19 12:41:18.356984,41.58
2019-01-19 12:41:19.368433,15.48
2019-01-19 12:41:20.380305,59.32
2019-01-19 12:41:21.390552,42.2
2019-01-19 12:41:22.401707,56.62
2019-01-19 12:41:23.412264,81.07
2019-01-19 12:41:24.415945,42.16
2019-01-19 12:41:25.425701,93.28
2019-01-19 12:41:26.437526,69.68
2019-01-19 12:41:27.440647,85.3
2019-01-19 12:41:28.443554,35.85
2019-01-19 12:41:29.447252,20.82
2019-01-19 12:41:30.459241,95.33
2019-01-19 12:41:31.468341,20.01
2019-01-19 12:41:32.478337,95.72
2019-01-19 12:41:33.488986,18.95
2019-01-19 12:41:34.493592,41.67
2019-01-19 12:41:35.500362,33.6
2019-01-19 12:41:36.509583,28.55
2019-01-19 12:41:37.518341,23.3
2019-01-19 12:41:38.529833,9.17
2019-01-19 12:41:39.537960,72.67
2019-01-19 12:41:40.542853,58.45
2019-01-19 12:41:41.552399,16.43
2019-01-19 12:41:42.555801,0.88
2019-01-19 12:41:43.565847,62.79
2019-01-19 12:41:44.571292,89.48
2019-01-19 12:41:45.574216,27.25
2019-01-19 12:41:46.576110,64.57
2019-01-19 12:41:47.578540,36.24
2019-01-19 12:41:48.580349,5.4
2019-01-19 12:41:49.584794,8.3
2019-01-19 12:41:50.587830,66.68
2019-01-19 12:41:51.590667,7.28
2019-01-19 12:41:52.602142,41.23
2019-01-19 12:41:53.610860,81.86
2019-01-19 12:41:54.615864,3.47
2019-01-19 12:41:55.627258,29.22
2019-01-19 12:41:56.636957,1.52
2019-01-19 12:41:57.639543,52.56
2019-01-19 12:41:58.642856,82.72
2019-01-19 12:41:59.644766,31.88
2019-01-19 12:42:00.648242,22.34
2019-01-19 12:42:01.651257,88.0
2019-01-19 12:42:02.657459,80.3
2019-01-19 12:42:03.666603,84.48
2019-01-19 12:42:04.674449,59.39
2019-01-19 12:42:05.683426,56.61
2019-01-19 12:42:06.690792,18.71
2019-01-19 12:42:07.700999,33.97
2019-01-19 12:42:08.703434,80.3
2019-01-19 12:42:09.712876,86.24
2019-01-19 12:42:10.715202,45.31
2019-01-19 12:42:11.726934,33.54
2019-01-19 12:42:12.731822,10.36
2019-01-19 12:42:13.739915,21.41
2019-01-19 12:42:14.747325,66.73
2019-01-19 12:42:15.756751,78.28
2019-01-19 12:42:16.759837,89.23
2019-01-19 12:42:17.764779,33.94
2019-01-19 12:42:18.776246,62.94
2019-01-19 12:42:19.784060,47.44
2019-01-19 12:42:20.792928,18.89
2019-01-19 12:42:21.796554,56.33
2019-01-19 12:42:22.801686,57.63
2019-01-19 12:42:23.812288,30.2
2019-01-19 12:42:24.824059,72.3
2019-01-19 12:42:25.834209,25.91
2019-01-19 12:42:26.837162,43.8
2019-01-19 12:42:27.839191,52.59
2019-01-19 12:42:28.840884,39.65
2019-01-19 12:42:29.850648,24.46
2019-01-19 12:42:30.853780,51.65
2019-01-19 12:42:31.865487,40.66
2019-01-19 12:42:32.876096,94.84
2019-01-19 12:42:33.886471,83.46
2019-01-19 12:42:34.897412,61.08
2019-01-19 12:42:35.911463,2.59
2019-01-19 12:42:36.923054,63.54
2019-01-19 12:42:37.933776,54.68
2019-01-19 12:42:38.936097,59.67
2019-01-19 12:42:39.939502,58.89
2019-01-19 12:42:40.949775,7.35
2019-01-19 12:42:41.960045,96.64
2019-01-19 12:42:42.970924,18.15
2019-01-19 12:42:43.978086,2.22
2019-01-19 12:42:44.986030,71.23
2019-01-19 12:42:45.997500,3.36
2019-01-19 12:42:47.008666,66.17
2019-01-19 12:42:48.010627,72.23
2019-01-19 12:42:49.020355,94.6
2019-01-19 12:42:50.029975,16.09
2019-01-19 12:42:51.035269,87.35
2019-01-19 12:42:52.039132,8.4
2019-01-19 12:42:53.040909,93.44
2019-01-19 12:42:54.044854,43.83
2019-01-19 12:42:55.047288,94.95
2019-01-19 12:42:56.056347,24.09
2019-01-19 12:42:57.061418,78.14
2019-01-19 12:42:58.072407,54.13
2019-01-19 12:42:59.082803,3.7
2019-01-19 12:43:00.086921,40.48
2019-01-19 12:43:01.096973,24.03
2019-01-19 12:43:02.100446,98.66
2019-01-19 12:43:03.110773,38.65
2019-01-19 12:43:04.121665,75.41
2019-01-19 12:43:05.132912,2.5
2019-01-19 12:43:06.143859,66.27
2019-01-19 12:43:07.145633,38.42
2019-01-19 12:43:08.150133,26.38
2019-01-19 12:43:09.152467,47.4
2019-01-19 12:43:10.155106,0.22
2019-01-19 12:43:11.157428,92.42
2019-01-19 12:43:12.159098,5.38
2019-01-19 12:43:13.163379,90.25
2019-01-19 12:43:14.174873,45.95
2019-01-19 12:43:15.185788,97.48
2019-01-19 12:43:16.188161,34.0
2019-01-19 12:43:17.190714,8.79
2019-01-19 12:43:18.197620,70.18
2019-01-19 12:43:19.205006,11.82
2019-01-19 12:43:20.216438,67.34
2019-01-19 12:43:21.226994,81.59
2019-01-19 12:43:22.238627,45.14
2019-01-19 12:43:23.240724,19.7
2019-01-19 12:43:24.243425,21.66
2019-01-19 12:43:25.252291,30.43
2019-01-19 12:43:26.257858,16.99
2019-01-19 12:43:27.268877,17.15
2019-01-19 12:43:28.275767,8.21
2019-01-19 12:43:29.283540,11.39
2019-01-19 12:43:30.293881,14.64
2019-01-19 12:43:31.296342,89.83
2019-01-19 12:43:32.298110,51.41
2019-01-19 12:43:33.300683,31.75
2019-01-19 12:43:34.303037,32.63
2019-01-19 12:43:35.307610,49.11
2019-01-19 12:43:36.310372,21.55
2019-01-19 12:43:37.312910,51.2
2019-01-19 12:43:38.323600,32.58
2019-01-19 12:43:39.332387,50.61
2019-01-19 12:43:40.337575,19.76
2019-01-19 12:43:41.346162,74.25
2019-01-19 12:43:42.350875,20.69
2019-01-19 12:43:43.362481,44.4
2019-01-19 12:43:44.373980,87.11
2019-01-19 12:43:45.385093,77.61
2019-01-19 12:43:46.387748,49.92
2019-01-19 12:43:47.392849,73.79
2019-01-19 12:43:48.404300,5.62
2019-01-19 12:43:49.413105,74.84
2019-01-19 12:43:50.423027,68.69
2019-01-19 12:43:51.434769,23.92
2019-01-19 12:43:52.440802,67.83
2019-01-19 12:43:53.442846,32.31
2019-01-19 12:43:54.447415,0.88
2019-01-19 12:43:55.456925,10.22
2019-01-19 12:43:56.465388,32.06
2019-01-19 12:43:57.467785,74.88
2019-01-19 12:43:58.470422,31.12
2019-01-19 12:43:59.480324,25.35
2019-01-19 12:44:00.489135,89.16
2019-01-19 12:44:01.494565,17.51
2019-01-19 12:44:02.498742,32.87
2019-01-19 12:44:03.507654,89.3
2019-01-19 12:44:04.512534,62.46
2019-01-19 12:44:05.523235,27.29
2019-01-19 12:44:06.526540,51.45
2019-01-19 12:44:07.535385,94.68
2019-01-19 12:44:08.547178,12.34
2019-01-19 12:44:09.556334,14.07
2019-01-19 12:44:10.558268,1.53
2019-01-19 12:44:11.569918,33.56
2019-01-19 12:44:12.575963,21.26
2019-01-19 12:44:13.578594,32.01
2019-01-19 12:44:14.581113,78.0
2019-01-19 12:44:15.591701,53.21
2019-01-19 12:44:16.593771,9.82
2019-01-19 12:44:17.600360,71.74
2019-01-19 12:44:18.609131,40.33
2019-01-19 12:44:19.617907,27.96
2019-01-19 12:44:20.626147,5.66
2019-01-19 12:44:21.633764,8.58
2019-01-19 12:44:22.636780,32.23
2019-01-19 12:44:23.641490,28.24
2019-01-19 12:44:24.652951,7.06
2019-01-19 12:44:25.661832,70.07
2019-01-19 12:44:26.672540,71.26
2019-01-19 12:44:27.684033,75.53
2019-01-19 12:44:28.687139,58.94
2019-01-19 12:44:29.698585,64.71
2019-01-19 12:44:30.709127,32.76
2019-01-19 12:44:31.710742,76.16
2019-01-19 12:44:32.713371,67.97
2019-01-19 12:44:33.721240,51.28
2019-01-19 12:44:34.727686,18.11
2019-01-19 12:44:35.739832,45.98
2019-01-19 12:44:36.741740,59.29
2019-01-19 12:44:37.745075,53.65
2019-01-19 12:44:38.753095,16.25
2019-01-19 12:44:39.759363,13.4
2019-01-19 12:44:40.770049,63.86
2019-01-19 12:44:41.779762,2.06
2019-01-19 12:44:42.791511,21.68
2019-01-19 12:44:43.801652,63.92
2019-01-19 12:44:44.805385,10.72
2019-01-19 12:44:45.815413,30.4
2019-01-19 12:44:46.820036,44.95
2019-01-19 12:44:47.829889,10.2
2019-01-19 12:44:48.833829,1.8
2019-01-19 12:44:49.844619,47.84
2019-01-19 12:44:50.851583,72.49
2019-01-19 12:44:51.857789,3.89
2019-01-19 12:44:52.864332,53.63
2019-01-19 12:44:53.872391,67.63
2019-01-19 12:44:54.874649,16.25
2019-01-19 12:44:55.878341,48.06
2019-01-19 12:44:56.889724,92.52
2019-01-19 12:44:57.900508,48.13
2019-01-19 12:44:58.902395,35.7
2019-01-19 12:44:59.905549,53.48
2019-01-19 12:45:00.913888,23.77
2019-01-19 12:45:01.925649,81.08
2019-01-19 12:45:02.930673,62.3
2019-01-19 12:45:03.933698,59.62
2019-01-19 12:45:04.936546,88.02
2019-01-19 12:45:05.947886,93.7
2019-01-19 12:45:06.958121,73.91
2019-01-19 12:45:07.959925,7.15
2019-01-19 12:45:08.962410,17.99
2019-01-19 12:45:09.971939,91.74
2019-01-19 12:45:10.979373,93.82
2019-01-19 12:45:11.988718,45.31
2019-01-19 12:45:12.990526,4.93
2019-01-19 12:45:13.994317,92.28
2019-01-19 12:45:15.005747,29.97
2019-01-19 12:45:16.016200,68.53
2019-01-19 12:45:17.023649,48.31
2019-01-19 12:45:18.033053,22.41
2019-01-19 12:45:19.041649,20.29
2019-01-19 12:45:20.044005,26.67
2019-01-19 12:45:21.046936,48.22
2019-01-19 12:45:22.056853,4.73
2019-01-19 12:45:23.063010,72.74
2019-01-19 12:45:24.070389,96.85
2019-01-19 12:45:25.074503,55.49
2019-01-19 12:45:26.077101,52.4
2019-01-19 12:45:27.079821,25.37
2019-01-19 12:45:28.082229,51.7
2019-01-19 12:45:29.085820,7.09
2019-01-19 12:45:30.088596,95.54
2019-01-19 12:45:31.100008,8.73
2019-01-19 12:45:32.110452,30.76
2019-01-19 12:45:33.120053,0.99
2019-01-19 12:45:34.131763,66.2
2019-01-19 12:45:35.142960,22.47
2019-01-19 12:45:36.154666,87.51
2019-01-19 12:45:37.165418,71.45
2019-01-19 12:45:38.174257,79.58
2019-01-19 12:45:39.179100,90.74
2019-01-19 12:45:40.182019,93.16
2019-01-19 12:45:41.185612,57.83
2019-01-19 12:45:42.196050,51.34
2019-01-19 12:45:43.207332,11.5
2019-01-19 12:45:44.210601,93.38
2019-01-19 12:45:45.212920,79.89
2019-01-19 12:45:46.215265,54.09
2019-01-19 12:45:47.218541,16.08
2019-01-19 12:45:48.221513,61.87
2019-01-19 12:45:49.232783,59.26
2019-01-19 12:45:50.243195,71.3
2019-01-19 12:45:51.246981,92.77
2019-01-19 12:45:52.248958,17.75
2019-01-19 12:45:53.252110,75.07
2019-01-19 12:45:54.261626,53.33
2019-01-19 12:45:55.270077,39.51
2019-01-19 12:45:56.276083,51.76
2019-01-19 12:45:57.279748,97.46
2019-01-19 12:45:58.282448,50.38
2019-01-19 12:45:59.285125,3.96
2019-01-19 12:46:00.287874,16.12
2019-01-19 12:46:01.290063,60.15
2019-01-19 12:46:02.292578,21.95
2019-01-19 12:46:03.302873,31.89
2019-01-19 12:46:04.304622,73.97
2019-01-19 12:46:05.317923,65.57
2019-01-19 12:46:06.321068,62.0
2019-01-19 12:46:07.331912,53.92
2019-01-19 12:46:08.342621,79.47
2019-01-19 12:46:09.345603,64.75
2019-01-19 12:46:10.348680,88.59
2019-01-19 12:46:11.356795,14.47
2019-01-19 12:46:12.366996,65.15
2019-01-19 12:46:13.373249,31.89
2019-01-19 12:46:14.375678,51.01
2019-01-19 12:46:15.385431,47.81
2019-01-19 12:46:16.388880,87.07
2019-01-19 12:46:17.392857,77.76
2019-01-19 12:46:18.397975,10.22
2019-01-19 12:46:19.406634,74.99
2019-01-19 12:46:20.417958,63.82
2019-01-19 12:46:21.428897,1.86
2019-01-19 12:46:22.431293,67.61
2019-01-19 12:46:23.434652,76.67
2019-01-19 12:46:24.436967,17.99
2019-01-19 12:46:25.439610,90.28
2019-01-19 12:46:26.442053,45.93
2019-01-19 12:46:27.444534,64.62
2019-01-19 12:46:28.446661,9.26
2019-01-19 12:46:29.456279,21.57
2019-01-19 12:46:30.467843,80.02
2019-01-19 12:46:31.472846,74.21
2019-01-19 12:46:32.475453,40.85
2019-01-19 12:46:33.478511,73.74
2019-01-19 12:46:34.485778,42.17
2019-01-19 12:46:35.492898,82.32
2019-01-19 12:46:36.502849,93.99
2019-01-19 12:46:37.506437,17.93
2019-01-19 12:46:38.508811,78.78
2019-01-19 12:46:39.510873,6.39
2019-01-19 12:46:40.519961,72.26
2019-01-19 12:46:41.531342,49.2
2019-01-19 12:46:42.534320,37.94
2019-01-19 12:46:43.539064,31.26
2019-01-19 12:46:44.549599,96.77
2019-01-19 12:46:45.561119,54.57
2019-01-19 12:46:46.564377,96.06
2019-01-19 12:46:47.566403,24.61
2019-01-19 12:46:48.568876,94.01
2019-01-19 12:46:49.580534,12.7
2019-01-19 12:46:50.590055,63.95
2019-01-19 12:46:51.600253,55.75
2019-01-19 12:46:52.607699,42.64
2019-01-19 12:46:53.616877,79.27
2019-01-19 12:46:54.625529,0.79
2019-01-19 12:46:55.635219,16.0
2019-01-19 12:46:56.641130,20.62
2019-01-19 12:46:57.652689,33.5
2019-01-19 12:46:58.664366,33.64
2019-01-19 12:46:59.673190,18.69
2019-01-19 12:47:00.680168,51.79
2019-01-19 12:47:01.688827,1.22
2019-01-19 12:47:02.691428,67.7
2019-01-19 12:47:03.694462,67.05
2019-01-19 12:47:04.701079,70.42
2019-01-19 12:47:05.715253,55.66
2019-01-19 12:47:06.718159,50.6
2019-01-19 12:47:07.725709,39.93
2019-01-19 12:47:08.735218,23.77
2019-01-19 12:47:09.743957,42.46
2019-01-19 12:47:10.745806,83.96
2019-01-19 12:47:11.749915,97.33
2019-01-19 12:47:12.752194,94.38
2019-01-19 12:47:13.761166,65.39
2019-01-19 12:47:14.763692,80.2
2019-01-19 12:47:15.766646,19.4
2019-01-19 12:47:16.778091,90.65
2019-01-19 12:47:17.782828,79.07
2019-01-19 12:47:18.785698,79.92
2019-01-19 12:47:19.795643,4.24
2019-01-19 12:47:20.806079,34.28
2019-01-19 12:47:21.810388,16.89
2019-01-19 12:47:22.821994,33.8
2019-01-19 12:47:23.831421,14.31
2019-01-19 12:47:24.834441,2.1
2019-01-19 12:47:25.836921,46.85
2019-01-19 12:47:26.847714,11.55
2019-01-19 12:47:27.849892,69.99
2019-01-19 12:47:28.857044,21.81
2019-01-19 12:47:29.866255,98.59
2019-01-19 12:47:30.868655,75.38
2019-01-19 12:47:31.871330,95.5
2019-01-19 12:47:32.881059,8.19
2019-01-19 12:47:33.892686,88.3
2019-01-19 12:47:34.897051,16.92
2019-01-19 12:47:35.910289,52.27
2019-01-19 12:47:36.918136,5.27
2019-01-19 12:47:37.921427,5.36
2019-01-19 12:47:38.932587,52.14
2019-01-19 12:47:39.943324,4.77
2019-01-19 12:47:40.946219,67.38
2019-01-19 12:47:41.949317,81.27
2019-01-19 12:47:42.958215,72.44
2019-01-19 12:47:43.963368,80.4
2019-01-19 12:47:44.973959,30.28
2019-01-19 12:47:45.979807,12.28
2019-01-19 12:47:46.987803,36.75
2019-01-19 12:47:47.999393,87.43
2019-01-19 12:47:49.008218,61.56
2019-01-19 12:47:50.013873,10.63
2019-01-19 12:47:51.023742,40.85
2019-01-19 12:47:52.027067,13.28
2019-01-19 12:47:53.036239,69.67
2019-01-19 12:47:54.046682,78.17
2019-01-19 12:47:55.052486,21.7
2019-01-19 12:47:56.055090,19.98
2019-01-19 12:47:57.057654,47.14
2019-01-19 12:47:58.069228,14.24
2019-01-19 12:47:59.079790,94.85
2019-01-19 12:48:00.081610,2.12
2019-01-19 12:48:01.085223,44.65
2019-01-19 12:48:02.094319,96.19
2019-01-19 12:48:03.099652,0.26
2019-01-19 12:48:04.109869,35.98
2019-01-19 12:48:05.137424,93.12
2019-01-19 12:48:06.147875,4.21
2019-01-19 12:48:07.151569,17.73
2019-01-19 12:48:08.161461,66.97
2019-01-19 12:48:09.171800,6.05
2019-01-19 12:48:10.182887,10.75
2019-01-19 12:48:11.194568,39.42
2019-01-19 12:48:12.198536,73.05
2019-01-19 12:48:13.205231,81.81
2019-01-19 12:48:14.210059,65.98
2019-01-19 12:48:15.214472,26.92
2019-01-19 12:48:16.223629,74.13
2019-01-19 12:48:17.227320,8.1
2019-01-19 12:48:18.229487,81.04
2019-01-19 12:48:19.233008,59.95
2019-01-19 12:48:20.237352,89.48
2019-01-19 12:48:21.239140,48.65
2019-01-19 12:48:22.249262,38.27
2019-01-19 12:48:23.261030,21.5
2019-01-19 12:48:24.264917,97.18
2019-01-19 12:48:25.267224,30.5
2019-01-19 12:48:26.278768,95.59
2019-01-19 12:48:27.289993,4.65
2019-01-19 12:48:28.291967,34.9
2019-01-19 12:48:29.295476,17.55
2019-01-19 12:48:30.306562,36.31
2019-01-19 12:48:31.316468,89.57
2019-01-19 12:48:32.320115,25.38
2019-01-19 12:48:33.322765,57.98
2019-01-19 12:48:34.333678,53.37
2019-01-19 12:48:35.345707,83.05
2019-01-19 12:48:36.355761,84.98
2019-01-19 12:48:37.362955,68.55
2019-01-19 12:48:38.370187,62.03
2019-01-19 12:48:39.379014,40.56
2019-01-19 12:48:40.390434,85.17
2019-01-19 12:48:41.395499,78.6
2019-01-19 12:48:42.398510,51.79
2019-01-19 12:48:43.409415,31.02
2019-01-19 12:48:44.420559,13.96
2019-01-19 12:48:45.431675,74.41
2019-01-19 12:48:46.442611,9.34
2019-01-19 12:48:47.445563,93.61
2019-01-19 12:48:48.448397,84.95
2019-01-19 12:48:49.457269,45.65
2019-01-19 12:48:50.460114,85.09
2019-01-19 12:48:51.466876,11.72
2019-01-19 12:48:52.473951,57.87
2019-01-19 12:48:53.485409,68.53
2019-01-19 12:48:54.488183,77.33
2019-01-19 12:48:55.499988,88.3
2019-01-19 12:48:56.503204,38.76
2019-01-19 12:48:57.511924,66.68
2019-01-19 12:48:58.515153,93.58
2019-01-19 12:48:59.526161,61.12
2019-01-19 12:49:00.531136,79.56
2019-01-19 12:49:01.532939,88.27
2019-01-19 12:49:02.543201,85.1
2019-01-19 12:49:03.555013,53.58
2019-01-19 12:49:04.559789,58.34
2019-01-19 12:49:05.573214,54.41
2019-01-19 12:49:06.580780,84.68
2019-01-19 12:49:07.587925,40.79
2019-01-19 12:49:08.593342,54.89
2019-01-19 12:49:09.598202,63.3
2019-01-19 12:49:10.606910,6.51
2019-01-19 12:49:11.611492,39.66
2019-01-19 12:49:12.620608,57.45
2019-01-19 12:49:13.623245,12.0
2019-01-19 12:49:14.629167,27.51
2019-01-19 12:49:15.636783,86.22
2019-01-19 12:49:16.641607,61.06
2019-01-19 12:49:17.644616,51.97
2019-01-19 12:49:18.646859,88.21
2019-01-19 12:49:19.649420,12.08
2019-01-19 12:49:20.653456,82.34
2019-01-19 12:49:21.655992,76.21
2019-01-19 12:49:22.666212,82.34
2019-01-19 12:49:23.677601,9.02
2019-01-19 12:49:24.680811,12.93
2019-01-19 12:49:25.683373,13.49
2019-01-19 12:49:26.686048,49.16
2019-01-19 12:49:27.695835,72.3
2019-01-19 12:49:28.697661,48.72
2019-01-19 12:49:29.703304,80.84
2019-01-19 12:49:30.713326,88.38
2019-01-19 12:49:31.716712,98.94
2019-01-19 12:49:32.726659,5.74
2019-01-19 12:49:33.735459,49.57
2019-01-19 12:49:34.741078,47.28
2019-01-19 12:49:35.747995,98.13
2019-01-19 12:49:36.753096,9.41
2019-01-19 12:49:37.759628,43.35
2019-01-19 12:49:38.768802,66.51
2019-01-19 12:49:39.770676,5.72
2019-01-19 12:49:40.774813,49.31
2019-01-19 12:49:41.776974,17.06
2019-01-19 12:49:42.780060,20.57
2019-01-19 12:49:43.789772,83.66
2019-01-19 12:49:44.796891,51.27
2019-01-19 12:49:45.805250,0.77
2019-01-19 12:49:46.807113,44.7
2019-01-19 12:49:47.817347,16.15
2019-01-19 12:49:48.828053,78.47
2019-01-19 12:49:49.839155,87.97
2019-01-19 12:49:50.845530,68.88
2019-01-19 12:49:51.855094,68.27
2019-01-19 12:49:52.862372,38.17
2019-01-19 12:49:53.868325,1.3
2019-01-19 12:49:54.879901,22.05
2019-01-19 12:49:55.882124,70.01
2019-01-19 12:49:56.883873,16.66
2019-01-19 12:49:57.886822,81.53
2019-01-19 12:49:58.890871,82.07
2019-01-19 12:49:59.897401,95.58
2019-01-19 12:50:00.906984,61.95
2019-01-19 12:50:01.915878,12.67
2019-01-19 12:50:02.925898,82.69
2019-01-19 12:50:03.927946,15.57
